ride_id,customer_id,captain_id,timestamp,date,hour,minute,day_of_week,day_name,week_of_year,month,month_name,quarter,is_weekend,is_peak_hour,is_late_night,is_offpeak,is_ramadan,is_uae_public_holiday,is_suhoor_window,is_iftar_window,active_event,event_type,event_demand_multiplier,temperature_c,humidity_pct,is_rain,is_sandstorm,weather_demand_factor,pickup_zone,dropoff_zone,pickup_neighborhood,dropoff_neighborhood,pickup_location_source,dropoff_location_source,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,pickup_area_type,dropoff_area_type,is_airport_ride,is_intrazone_trip,pickup_density_score,dropoff_density_score,route_direct_distance_km,route_distance_km,route_efficiency_ratio,route_bearing_deg,salik_gates,salik_cost_aed,product_type,is_hala_product,payment_method,is_careem_plus,demand_index,captain_availability_score,supply_pressure_index,traffic_index,wait_time_min,trip_duration_min,avg_speed_kmh,surge_multiplier,booking_fee_aed,metered_fare_aed,final_price_aed,price_per_km_aed,booking_status,cancellation_reason,captain_rating,customer_rating,eta_deviation_min
RID2025083441,CUS1294551,CAP425482,2025-05-25 08:41:00,2025-05-25,8,41,6,Sunday,21,5,May,2,True,True,False,False,False,False,False,False,,,1.0,34.8,57.9,False,False,1.0,DIFC,Dubai Hills,Trade Center Second,Hadaeq Sheikh Mohammed Bin Rashid,polygon,polygon,25.220355,55.282557,25.096586,55.261312,High,Medium,False,False,1.35,1.05,13.93,18.7,1.343,188.84,1,4.0,Comfort,False,Credit Card,False,1.673,0.639,0.361,1.285,7.6,33.1,33.9,1.5,5.0,104.24,113.1,6.05,Completed,,4.7,4.4,-1.0
RID2025029921,CUS2575343,CAP460830,2025-04-17 18:59:00,2025-04-17,18,59,3,Thursday,16,4,April,2,False,True,False,False,False,False,False,False,,,1.0,33.2,56.2,False,False,1.0,Al Barsha,Deira,Al Barsha North,Al Muteena,polygon,polygon,25.098626,55.182459,25.275272,55.322146,Medium,Medium,False,False,1.05,1.05,24.15,30.64,1.269,35.56,2,8.0,Hala Taxi,True,Cash,False,1.239,0.87,0.13,1.132,5.0,40.6,45.3,1.0,7.5,89.52,91.94,3.0,Completed,,4.0,4.2,1.0
RID2025113817,CUS2518806,CAP249363,2025-06-19 09:23:00,2025-06-19,9,23,3,Thursday,25,6,June,2,False,True,False,False,False,False,False,False,,,1.0,39.9,60.2,False,False,1.0,Downtown,Mirdif,Burj Khalifa,Mushraif,polygon,polygon,25.19671,55.277705,25.229785,55.447347,High,Medium,False,False,1.3,1.0,17.46,22.43,1.285,77.8,1,4.0,Comfort,False,Careem Plus,True,1.534,0.769,0.231,1.134,4.4,31.7,42.4,1.5,5.0,118.49,108.13,4.82,Completed,,4.6,4.2,1.4
RID2025025131,CUS2007042,CAP338574,2025-12-15 22:18:00,2025-12-15,22,18,0,Monday,51,12,December,4,False,False,True,False,False,False,False,False,,,1.0,20.1,63.4,False,False,1.0,Dubai Hills,Al Barsha,Nadd Hessa,Al Barsha North,polygon,polygon,25.117592,55.37807,25.105913,55.18802,Medium,Medium,False,False,1.05,1.05,19.18,24.43,1.274,266.16,0,0.0,Comfort,False,Credit Card,False,0.966,0.976,0.024,0.849,3.1,18.8,78.0,1.0,2.5,76.35,77.59,3.18,Completed,,4.5,4.1,0.6
RID2025043794,CUS2248865,CAP118380,2025-05-25 09:08:00,2025-05-25,9,8,6,Sunday,21,5,May,2,True,True,False,False,False,False,False,False,,,1.0,37.0,49.2,False,False,1.0,Sharjah,DIFC,Sharjah,Trade Center Second,centroid,polygon,25.344122,55.416434,25.223473,55.284254,Low,High,False,False,0.95,1.35,18.88,23.05,1.221,224.76,2,8.0,Electric,False,Credit Card,False,1.177,0.917,0.083,1.248,3.2,39.4,35.1,1.25,5.5,121.64,121.58,5.27,Completed,,4.6,5.0,-1.4
RID2025137759,CUS3244927,CAP158142,2025-01-26 06:27:00,2025-01-26,6,27,6,Sunday,4,1,January,1,True,False,False,True,False,False,False,False,Dubai Shopping Festival,Shopping Festival,1.14,23.5,72.2,False,False,1.0,Downtown,Marina,Burj Khalifa,Marsa Dubai,polygon,polygon,25.193856,55.27798,25.080848,55.131097,High,High,False,False,1.3,1.25,19.4,22.95,1.183,229.67,2,8.0,Eco Friendly,False,Careem Plus,True,1.556,0.81,0.19,0.929,3.1,22.6,60.9,1.5,3.5,120.26,111.73,4.87,Completed,,4.3,4.4,-0.6
RID2025056291,CUS1127871,CAP423940,2025-04-21 15:50:00,2025-04-21,15,50,0,Monday,17,4,April,2,False,False,False,True,False,False,False,False,,,1.0,34.1,47.2,False,False,1.0,Al Barsha,Marina,Al Thanyah Second,Marsa Dubai,polygon,polygon,25.091212,55.17887,25.094144,55.13322,Medium,High,False,False,1.05,1.25,4.61,11.97,2.597,274.07,0,0.0,Executive,False,Cash,False,1.05,0.868,0.132,0.888,2.2,13.4,53.7,1.0,4.0,54.28,51.67,4.32,Completed,,4.5,4.5,-2.9
RID2025016367,CUS2801841,CAP179117,2025-03-23 23:15:00,2025-03-23,23,15,6,Sunday,12,3,March,1,True,False,True,False,True,False,False,False,Art Dubai,Art/Culture,1.25,28.3,55.9,False,False,1.0,DIFC,Deira,Trade Center Second,Al Baraha,polygon,polygon,25.226903,55.288531,25.282238,55.3191,High,Medium,False,False,1.35,1.05,6.88,10.2,1.483,26.54,1,4.0,Hala Taxi,True,Careem Pay,False,1.565,0.906,0.094,0.944,2.2,9.4,64.8,1.0,4.0,36.84,34.68,3.4,Completed,,4.4,4.6,1.3
RID2025085820,CUS4332538,CAP466867,2025-10-19 05:56:00,2025-10-19,5,56,6,Sunday,42,10,October,4,True,False,True,False,False,False,False,False,,,1.0,28.5,63.1,False,False,1.0,Bur Dubai,Downtown,Al Karama,Burj Khalifa,polygon,polygon,25.243245,55.298136,25.198351,55.279014,Medium,High,False,False,1.05,1.3,5.35,7.04,1.317,201.08,0,0.0,Hala Taxi,True,Credit Card,False,1.014,1.0,0.0,0.929,3.1,6.2,68.5,1.0,4.0,26.54,27.08,3.84,Completed,,4.4,4.4,-0.2
RID2025033964,CUS2773758,CAP109884,2025-12-19 12:48:00,2025-12-19,12,48,4,Friday,51,12,December,4,False,False,False,True,False,False,False,False,,,1.0,22.0,60.5,False,False,1.0,Jumeirah,Al Nahda,Al Satwa,Al Nahda Second,polygon,polygon,25.223552,55.280203,25.288117,55.382789,Medium,Medium,False,False,1.15,0.92,12.57,24.32,1.935,55.14,2,8.0,Comfort,False,Cash,False,1.15,0.916,0.084,0.866,2.6,22.2,65.7,1.25,3.0,102.8,104.52,4.3,Completed,,4.7,4.6,-0.8
RID2025084558,CUS3311851,CAP107224,2025-01-27 11:40:00,2025-01-27,11,40,0,Monday,5,1,January,1,False,False,False,True,False,False,False,False,Dubai Shopping Festival,Shopping Festival,1.35,23.8,61.5,False,False,1.0,Deira,Business Bay,Hor Al Anz,Business Bay,polygon,polygon,25.275563,55.330235,25.188386,55.264609,Medium,High,False,False,1.05,1.25,11.73,15.16,1.293,214.27,1,4.0,Comfort,False,Credit Card,False,1.418,0.831,0.169,0.858,6.1,14.7,61.8,1.25,3.0,66.75,62.05,4.09,Completed,,4.7,5.0,1.3
RID2025010768,CUS1157787,CAP201149,2025-06-22 14:59:00,2025-06-22,14,59,6,Sunday,25,6,June,2,True,False,False,True,False,False,False,False,,,1.0,38.8,53.8,False,False,1.0,Al Barsha,JVC,Al Thanyah Fifth,Al Hebiah First,polygon,polygon,25.071441,55.141471,25.04568,55.242867,Medium,Low,False,False,1.05,0.9,10.61,11.72,1.105,105.65,0,0.0,Hala MAX,True,Credit Card,False,1.102,0.972,0.028,0.856,5.9,12.2,57.8,1.0,5.5,46.74,45.49,3.88,Completed,,4.6,4.6,2.2
RID2025002259,CUS2923491,CAP320988,2025-05-31 15:04:00,2025-05-31,15,4,5,Saturday,22,5,May,2,True,False,False,True,False,False,False,False,,,1.0,38.8,56.3,False,False,1.0,DXB Airport,Mirdif,Al Garhoud,Mushraif,polygon,polygon,25.244229,55.358155,25.216878,55.440948,High,Medium,True,False,1.1,1.0,8.87,11.12,1.254,110.04,0,0.0,Hala MAX,True,Careem Pay,False,1.155,1.0,0.0,1.049,5.1,13.4,49.9,1.0,5.5,58.81,60.42,5.43,Completed,,4.6,4.4,-0.2
RID2025028882,CUS4739378,CAP441752,2025-11-24 16:08:00,2025-11-24,16,8,0,Monday,48,11,November,4,False,True,False,False,False,False,False,False,,,1.0,29.5,61.2,False,False,1.0,Al Barsha,Bur Dubai,Al Thanyah First,Al Karama,polygon,polygon,25.100603,55.178198,25.244424,55.306249,Medium,Medium,False,False,1.05,1.05,20.54,26.93,1.311,38.83,1,4.0,Hala Taxi,True,Cash,False,1.239,0.951,0.049,1.141,4.0,48.4,33.4,1.0,7.5,77.23,77.25,2.87,Completed,,4.1,4.6,-0.7
RID2025038061,CUS4035564,CAP145086,2025-12-17 20:26:00,2025-12-17,20,26,2,Wednesday,51,12,December,4,False,False,False,True,False,False,False,False,,,1.0,19.8,62.9,False,False,1.0,Bur Dubai,Jebel Ali,Mankhool,Jabal Ali First,polygon,polygon,25.252588,55.299189,25.051786,55.130271,Medium,Low,False,False,1.05,0.85,28.06,32.99,1.176,217.32,2,8.0,Hala MAX,True,Credit Card,False,1.05,0.874,0.126,0.771,2.2,34.1,58.1,1.0,5.5,111.62,113.83,3.45,Completed,,4.3,4.4,0.3
RID2025061601,CUS2624780,CAP243179,2025-05-30 19:39:00,2025-05-30,19,39,4,Friday,22,5,May,2,False,True,False,False,False,False,False,False,,,1.0,34.8,54.9,False,False,1.0,Marina,Business Bay,Marsa Dubai,Business Bay,polygon,polygon,25.087134,55.145239,25.178792,55.276815,High,High,False,False,1.25,1.25,16.71,22.49,1.346,52.4,2,8.0,Executive,False,Credit Card,False,1.475,0.935,0.065,1.11,4.8,29.2,46.2,1.25,6.0,129.32,134.73,5.99,Completed,,4.4,4.7,-1.3
RID2025155300,CUS3723447,CAP192724,2025-10-05 21:15:00,2025-10-05,21,15,6,Sunday,40,10,October,4,True,False,False,True,False,False,False,False,,,1.0,30.9,52.5,False,False,1.0,Palm Jumeirah,Jumeirah,Nakhlat Jumeira,Jumeira Third,polygon,polygon,25.11048,55.124792,25.185775,55.226034,High,Medium,False,False,1.2,1.15,13.19,16.68,1.265,50.57,1,4.0,Hala Taxi,True,Credit Card,False,1.26,0.961,0.039,0.97,2.7,17.9,55.9,1.0,4.0,51.05,56.54,3.39,Completed,,4.8,4.5,0.5
RID2025026820,CUS2100699,CAP328679,2025-03-31 12:29:00,2025-03-31,12,29,0,Monday,14,3,March,1,False,False,False,True,False,True,False,False,Eid Al Fitr,Religious Holiday,1.3,29.9,57.4,False,False,1.0,DXB Airport,Deira,Dubai Int'l Airport,Al Muteena,polygon,polygon,25.255758,55.362731,25.276821,55.321617,High,Medium,True,False,1.1,1.05,4.75,6.83,1.438,299.54,0,0.0,Hala MAX,True,Cash,False,1.43,0.837,0.163,0.895,4.6,7.7,53.0,1.0,5.5,46.31,40.37,5.91,Completed,,4.8,5.0,0.3
RID2025139411,CUS2141089,CAP195145,2025-03-14 01:02:00,2025-03-14,1,2,4,Friday,11,3,March,1,False,False,True,False,True,False,True,False,,,1.0,28.0,50.8,True,False,1.4,Bur Dubai,Al Barsha,Al Karama,Al Thanyah Second,polygon,polygon,25.242505,55.305313,25.092872,55.179733,Medium,Medium,False,False,1.05,1.05,20.89,23.46,1.123,217.25,1,4.0,Comfort,False,Credit Card,False,1.555,0.778,0.222,0.858,2.5,18.9,74.3,1.5,2.5,110.62,117.31,5.0,Completed,,4.0,4.5,1.0
RID2025150241,CUS2697339,CAP441175,2025-02-25 12:44:00,2025-02-25,12,44,1,Tuesday,9,2,February,1,False,False,False,True,False,False,False,False,Dubai Food Festival,Food Festival,1.2,25.5,58.1,False,False,1.0,Jumeirah,DXB Airport,Al Satwa,Dubai Int'l Airport,polygon,polygon,25.230916,55.283589,25.248412,55.356359,Medium,High,True,False,1.15,1.1,7.57,23.13,3.055,75.1,2,8.0,Hala Taxi,True,Careem Pay,False,1.38,0.932,0.068,1.003,3.9,27.4,50.7,1.0,4.0,69.6,71.35,3.08,Completed,,4.3,4.7,-0.6
RID2025012796,CUS4230043,CAP352593,2025-11-08 16:51:00,2025-11-08,16,51,5,Saturday,45,11,November,4,True,True,False,False,False,False,False,False,,,1.0,29.1,71.2,False,False,1.0,Deira,DIFC,Al Muteena,Trade Center First,polygon,polygon,25.277662,55.325684,25.224713,55.284102,Medium,High,False,False,1.05,1.35,7.22,10.65,1.475,215.39,1,4.0,Kids,False,Cash,False,1.301,0.989,0.011,1.249,7.1,19.2,33.3,1.25,6.0,62.79,59.46,5.58,Completed,,3.9,4.3,-1.4
RID2025162157,CUS3053898,CAP189887,2025-11-09 19:05:00,2025-11-09,19,5,6,Sunday,45,11,November,4,True,True,False,False,False,False,False,False,,,1.0,28.7,56.4,False,False,1.0,Jebel Ali,Jumeirah,Jabal Ali First,Umm Suqeim First,polygon,polygon,25.048976,55.136552,25.179051,55.21466,Low,Medium,False,False,0.85,1.15,16.46,23.56,1.431,28.52,1,4.0,Hala Taxi,True,Cash,False,1.053,0.932,0.068,1.29,4.6,40.0,35.3,1.0,7.5,70.14,72.55,3.08,Completed,,4.4,4.7,-0.2
RID2025014090,CUS3502433,CAP458449,2025-12-18 18:32:00,2025-12-18,18,32,3,Thursday,51,12,December,4,False,True,False,False,False,False,False,False,,,1.0,23.0,63.0,False,False,1.0,DXB Airport,Marina,Dubai Int'l Airport,Marsa Dubai,polygon,polygon,25.250932,55.361345,25.083005,55.140337,High,High,True,False,1.1,1.25,29.04,39.07,1.345,230.03,3,12.0,Premier,False,Careem Pay,False,1.298,0.799,0.201,1.269,5.6,74.4,31.5,1.25,8.0,318.72,311.29,7.97,Completed,,4.2,4.4,-1.3
RID2025115473,CUS2794407,CAP105307,2025-04-14 07:01:00,2025-04-14,7,1,0,Monday,16,4,April,2,False,False,False,True,False,False,False,False,,,1.0,30.2,41.7,False,False,1.0,Jumeirah,Deira,Umm Suqeim First,Hor Al Anz,polygon,polygon,25.172335,55.218501,25.276846,55.332241,Medium,Medium,False,False,1.15,1.05,16.31,18.83,1.155,44.53,2,8.0,Hala Taxi,True,Credit Card,False,1.15,1.0,0.0,0.8,1.7,20.0,56.5,1.0,4.0,58.71,61.85,3.28,Completed,,4.7,4.8,1.0
RID2025029633,CUS2161819,CAP203280,2025-08-23 02:34:00,2025-08-23,2,34,5,Saturday,34,8,August,3,True,False,True,False,False,False,False,False,,,1.0,38.4,76.0,False,False,1.0,Business Bay,Jebel Ali,Business Bay,Jabal Ali First,polygon,polygon,25.179374,55.273295,25.037853,55.130234,High,Low,False,False,1.25,0.85,21.33,28.11,1.317,222.5,2,8.0,Comfort,False,Careem Pay,False,1.208,0.967,0.033,0.99,4.4,27.9,60.5,1.25,2.5,119.53,118.42,4.21,Completed,,4.8,4.6,-0.3
RID2025083793,CUS1102818,CAP266115,2025-12-09 09:10:00,2025-12-09,9,10,1,Tuesday,50,12,December,4,False,True,False,False,False,False,False,False,,,1.0,19.6,55.7,False,False,1.0,Marina,Deira,Marsa Dubai,Al Muteena,polygon,polygon,25.084321,55.137451,25.271867,55.325087,High,Medium,False,False,1.25,1.05,28.13,33.18,1.179,42.12,3,12.0,Comfort,False,Cash,False,1.475,0.92,0.08,1.143,3.8,51.3,38.8,1.25,5.0,150.92,152.89,4.61,Completed,,4.5,4.6,-2.4
RID2025088461,CUS3223879,CAP146157,2025-03-01 05:42:00,2025-03-01,5,42,5,Saturday,9,3,March,1,True,False,True,False,True,False,False,False,Dubai Food Festival,Food Festival,1.2,25.8,64.6,False,False,1.0,Jumeirah,Business Bay,Umm Suqeim First,Business Bay,polygon,polygon,25.169043,55.224994,25.181317,55.263342,Medium,High,False,False,1.15,1.25,4.09,8.42,2.057,70.51,1,4.0,Hala Taxi,True,Credit Card,False,1.28,0.965,0.035,1.003,3.1,7.3,69.2,1.0,4.0,33.41,35.58,4.23,Completed,,4.4,4.9,-1.2
RID2025049898,CUS2020397,CAP454929,2025-05-04 15:56:00,2025-05-04,15,56,6,Sunday,18,5,May,2,True,False,False,True,False,False,False,False,,,1.0,35.5,48.4,False,False,1.0,Deira,Al Nahda,Al Baraha,Al Qusais,polygon,polygon,25.279846,55.317251,25.283065,55.371369,Medium,Medium,False,False,1.05,0.92,5.45,7.02,1.288,86.22,0,0.0,Premier,False,Cash,False,1.102,0.902,0.098,0.915,4.2,8.3,51.0,1.0,6.0,49.28,46.44,6.61,Completed,,4.9,4.4,0.6
RID2025101431,CUS2052816,CAP165821,2025-03-14 23:14:00,2025-03-14,23,14,4,Friday,11,3,March,1,False,False,True,False,True,False,False,False,,,1.0,29.5,66.8,False,False,1.0,Dubai Hills,Dubai Hills,Hadaeq Sheikh Mohammed Bin Rashid,Nadd Hessa,polygon,polygon,25.09866,55.252666,25.124804,55.375035,Medium,Medium,False,True,1.05,1.05,12.66,16.72,1.321,76.7,0,0.0,Executive,False,Careem Pay,False,0.927,1.0,0.0,0.825,2.8,12.9,78.0,1.0,3.5,69.25,75.24,4.5,Completed,,4.7,4.3,-0.2
RID2025024741,CUS4834081,CAP332533,2025-03-18 03:07:00,2025-03-18,3,7,1,Tuesday,12,3,March,1,False,False,True,False,True,False,True,False,Art Dubai,Art/Culture,1.025,28.5,58.5,False,False,1.0,Palm Jumeirah,DXB Airport,Nakhlat Jumeira,Dubai Int'l Airport,polygon,polygon,25.118914,55.128331,25.260272,55.366821,High,High,True,False,1.2,1.1,28.69,35.98,1.254,56.72,3,12.0,Comfort,False,Credit Card,False,1.301,0.907,0.093,0.903,6.4,29.6,72.9,1.25,2.5,146.36,147.07,4.09,Completed,,4.9,4.6,-1.2
RID2025155793,CUS3587362,CAP197851,2025-02-11 22:28:00,2025-02-11,22,28,1,Tuesday,7,2,February,1,False,False,True,False,False,False,False,False,,,1.0,25.0,63.7,False,False,1.0,Dubai Hills,Bur Dubai,Nadd Hessa,Al Karama,polygon,polygon,25.113469,55.372946,25.245243,55.3115,Medium,Medium,False,False,1.05,1.05,15.9,21.02,1.322,337.13,1,4.0,Hala MAX,True,Credit Card,False,0.966,1.0,0.0,0.868,2.1,16.4,77.1,1.0,5.0,74.19,77.26,3.68,Completed,,5.0,4.7,0.6
RID2025140381,CUS4895653,CAP133012,2025-01-02 16:46:00,2025-01-02,16,46,3,Thursday,1,1,January,1,False,True,False,False,False,False,False,False,,,1.0,22.3,66.9,False,False,1.0,Marina,Al Nahda,Marsa Dubai,Al Qusais Industrial,polygon,polygon,25.091756,55.139477,25.283625,55.386484,High,Medium,False,False,1.25,0.92,32.76,42.97,1.312,49.3,3,12.0,MAX,False,Credit Card,False,1.475,0.966,0.034,1.173,4.6,74.2,34.8,1.25,7.0,288.35,282.46,6.57,Completed,,4.5,4.5,-0.1
RID2025115150,CUS2876788,CAP392981,2025-11-02 08:12:00,2025-11-02,8,12,6,Sunday,44,11,November,4,True,True,False,False,False,False,False,False,,,1.0,28.7,70.2,False,False,1.0,Jebel Ali,Business Bay,Jabal Ali First,Business Bay,polygon,polygon,25.036403,55.12543,25.184209,55.271118,Low,High,False,False,0.85,1.25,22.03,28.38,1.288,41.72,2,8.0,Hala Taxi,True,Careem Pay,False,1.053,0.914,0.086,1.279,4.0,54.2,31.4,1.0,7.5,84.34,79.03,2.78,Completed,,4.6,4.9,-0.3
RID2025098495,CUS4388666,CAP466362,2025-03-29 22:31:00,2025-03-29,22,31,5,Saturday,13,3,March,1,True,False,True,False,True,False,False,False,Dubai World Cup,Sports Event,1.055,25.8,64.3,False,False,1.0,Palm Jumeirah,Dubai Hills,Nakhlat Jumeira,Hadaeq Sheikh Mohammed Bin Rashid,polygon,polygon,25.125298,55.134279,25.107615,55.256568,High,Medium,False,False,1.2,1.05,12.47,16.53,1.326,99.05,1,4.0,Eco Friendly,False,Cash,False,1.174,0.936,0.064,1.008,2.2,15.4,64.5,1.25,3.0,73.87,74.5,4.51,Completed,,4.9,4.4,-3.2
RID2025070231,CUS3553985,CAP219938,2025-05-22 18:26:00,2025-05-22,18,26,3,Thursday,21,5,May,2,False,True,False,False,False,False,False,False,,,1.0,35.2,45.5,False,False,1.0,Deira,Jebel Ali,Al Khabaisi,Jabal Ali Industrial,polygon,polygon,25.268038,55.331742,24.937064,55.099093,Medium,Low,False,False,1.05,0.85,43.63,48.67,1.116,212.53,3,12.0,Executive,False,Cash,False,1.239,0.906,0.094,1.157,5.4,69.5,42.0,1.25,6.0,266.11,258.73,5.32,Completed,,4.7,4.7,-1.7
RID2025012058,CUS2353138,CAP338805,2025-02-08 20:28:00,2025-02-08,20,28,5,Saturday,6,2,February,1,True,False,False,True,False,False,False,False,,,1.0,23.5,55.8,False,False,1.0,Deira,Jumeirah,Al Baraha,Al Safa Second,polygon,polygon,25.282453,55.322018,25.154938,55.222371,Medium,Medium,False,False,1.05,1.15,17.36,18.24,1.051,215.28,2,8.0,Comfort,False,Cash,False,1.102,1.0,0.0,0.914,3.8,20.7,52.9,1.0,3.0,69.7,72.24,3.96,Completed,,4.4,4.4,-0.8
RID2025017352,CUS2068608,CAP331463,2025-09-10 07:05:00,2025-09-10,7,5,2,Wednesday,37,9,September,3,False,False,False,True,False,False,False,False,,,1.0,33.5,67.0,False,False,1.0,Dubai Hills,Mirdif,Hadaeq Sheikh Mohammed Bin Rashid,Mirdif,polygon,polygon,25.101054,55.261866,25.228696,55.428363,Medium,Medium,False,False,1.05,1.0,21.96,30.18,1.374,49.7,2,8.0,Hala Taxi,True,Careem Pay,False,1.05,1.0,0.0,0.817,2.1,25.6,70.9,1.0,4.0,85.37,76.99,2.55,Completed,,4.6,4.4,0.5
RID2025114782,CUS4899149,CAP474778,2025-09-23 08:16:00,2025-09-23,8,16,1,Tuesday,39,9,September,3,False,True,False,False,False,False,False,False,,,1.0,35.6,56.4,False,False,1.0,Dubai Hills,Marina,Hadaeq Sheikh Mohammed Bin Rashid,Marsa Dubai,polygon,polygon,25.108939,55.260128,25.083647,55.140322,Medium,High,False,False,1.05,1.25,12.39,16.51,1.333,256.9,1,4.0,Hala Taxi,True,Careem Pay,False,1.239,0.851,0.149,1.147,5.7,28.5,34.8,1.0,7.5,56.15,57.08,3.46,Completed,,4.6,4.5,-0.2
RID2025157507,CUS3559863,CAP123232,2025-01-28 08:44:00,2025-01-28,8,44,1,Tuesday,5,1,January,1,False,True,False,False,False,False,False,False,Dubai Shopping Festival,Shopping Festival,1.035,23.5,60.9,False,False,1.0,Jebel Ali,Downtown,Jabal Ali First,Burj Khalifa,polygon,polygon,25.046767,55.126823,25.195716,55.283277,Low,High,False,False,0.85,1.3,22.86,29.97,1.311,43.53,2,8.0,Hala MAX,True,Careem Plus,True,1.038,0.957,0.043,1.204,3.9,49.1,36.6,1.0,8.0,106.84,104.66,3.49,Completed,,4.2,4.7,0.7
RID2025000567,CUS4912397,CAP312439,2025-06-01 21:45:00,2025-06-01,21,45,6,Sunday,22,6,June,2,True,False,False,True,False,False,False,False,,,1.0,38.2,69.4,False,False,1.0,DXB Airport,Marina,Dubai Int'l Airport,Marsa Dubai,polygon,polygon,25.257937,55.368891,25.081142,55.144244,High,High,True,False,1.1,1.25,29.96,36.97,1.234,229.04,3,12.0,Hala Taxi,True,Credit Card,False,1.155,0.981,0.019,1.003,4.0,40.5,54.8,1.0,4.0,121.8,107.07,2.9,Completed,,4.3,5.0,1.0
RID2025058336,CUS1292531,CAP143682,2025-11-03 22:38:00,2025-11-03,22,38,0,Monday,45,11,November,4,False,False,True,False,False,False,False,False,,,1.0,30.0,63.5,False,False,1.0,Ras Al Khor,Downtown,Al Kheeran First,Burj Khalifa,polygon,polygon,25.18567,55.352272,25.190868,55.277997,Low,High,False,False,0.95,1.3,7.5,12.89,1.719,274.44,0,0.0,Kids,False,Cash,False,0.874,1.0,0.0,0.932,2.2,10.7,72.6,1.0,3.5,49.63,47.78,3.71,Completed,,4.5,4.6,-1.2
RID2025142067,CUS2581706,CAP303823,2025-12-24 17:32:00,2025-12-24,17,32,2,Wednesday,52,12,December,4,False,True,False,False,False,False,False,False,,,1.0,22.3,65.9,False,False,1.0,Business Bay,Marina,Business Bay,Marsa Dubai,polygon,polygon,25.18786,55.271689,25.084778,55.143813,High,High,False,False,1.25,1.25,17.24,21.74,1.261,228.34,2,8.0,Premier,False,Credit Card,False,1.475,1.0,0.0,1.183,11.1,34.6,37.7,1.25,8.0,177.67,189.11,8.7,Completed,,4.1,4.3,-0.0
RID2025026545,CUS4719986,CAP345566,2025-06-15 09:36:00,2025-06-15,9,36,6,Sunday,24,6,June,2,True,True,False,False,False,False,False,False,,,1.0,38.4,61.5,False,False,1.0,Jumeirah,DXB Airport,Jumeira Third,Dubai Int'l Airport,polygon,polygon,25.180357,55.222544,25.245385,55.36488,Medium,High,True,False,1.15,1.1,16.04,22.76,1.419,63.18,2,8.0,MAX,False,Careem Plus,True,1.425,0.897,0.103,1.344,7.3,43.5,31.4,1.25,7.0,164.57,162.75,7.15,Completed,,4.9,4.8,-0.8
RID2025047337,CUS3882277,CAP312778,2025-12-11 16:57:00,2025-12-11,16,57,3,Thursday,50,12,December,4,False,True,False,False,False,False,False,False,,,1.0,21.2,62.6,False,False,1.0,Dubai Hills,Sharjah,Nadd Hessa,Sharjah,polygon,centroid,25.117054,55.376024,25.353964,55.416893,Medium,Low,False,False,1.05,0.95,26.66,39.13,1.468,8.86,3,12.0,Comfort,False,Cash,False,1.239,0.85,0.15,1.122,3.5,61.1,38.4,1.25,5.0,174.36,174.84,4.47,Completed,,4.6,4.5,1.6
RID2025147289,CUS3844151,CAP212184,2025-09-06 22:28:00,2025-09-06,22,28,5,Saturday,36,9,September,3,True,False,True,False,False,False,False,False,,,1.0,36.5,73.4,False,False,1.0,Jumeirah,DIFC,Jumeira Third,Trade Center First,polygon,polygon,25.175038,55.218134,25.217935,55.27896,Medium,High,False,False,1.15,1.35,7.76,10.78,1.389,52.05,1,4.0,Comfort,False,Cash,False,1.111,1.0,0.0,0.908,1.9,8.7,74.3,1.0,2.5,42.75,42.57,3.95,Completed,,4.4,4.7,1.1
RID2025159709,CUS1970965,CAP156383,2025-01-27 17:22:00,2025-01-27,17,22,0,Monday,5,1,January,1,False,True,False,False,False,False,False,False,Dubai Shopping Festival,Shopping Festival,1.035,24.6,71.0,False,False,1.0,Palm Jumeirah,Business Bay,Nakhlat Jumeira,Business Bay,polygon,polygon,25.130341,55.135548,25.186436,55.274044,High,High,False,False,1.2,1.25,15.27,22.33,1.462,65.86,2,8.0,Premier,False,Credit Card,False,1.466,1.0,0.0,1.172,2.8,38.8,34.5,1.25,8.0,185.45,203.15,9.1,Completed,,4.8,4.6,1.0
RID2025100599,CUS3088946,CAP467949,2025-05-12 01:09:00,2025-05-12,1,9,0,Monday,20,5,May,2,False,False,True,False,False,False,False,False,,,1.0,36.6,51.4,False,False,1.0,Mirdif,Jebel Ali,Mirdif,Jabal Ali First,polygon,polygon,25.224068,55.429426,25.040469,55.130292,Medium,Low,False,False,1.0,0.85,36.38,47.35,1.302,235.93,0,0.0,Eco Friendly,False,Cash,False,0.92,1.0,0.0,0.797,4.2,38.6,73.6,1.0,3.0,148.31,142.31,3.01,Completed,,4.5,4.6,0.7
